pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 145.0)}",0.57,0.000670058,221,145,847.1485596
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 147.0)}",0.56,0.000656418,215,147,846.9855661
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 147.0)}",0.56,0.000656418,221,147,846.9855661
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 133.0)}",0.62,0.000730108,215,133,846.912709
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 135.0)}",0.62,0.000730108,215,135,846.912709
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 133.0)}",0.62,0.000730108,221,133,846.912709
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 135.0)}",0.62,0.000730108,221,135,846.912709
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 150.0)}",0.54,0.000639308,215,150,846.7712566
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 150.0)}",0.54,0.000639308,221,150,846.7712566
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 153.0)}",0.53,0.000626823,215,153,846.6075083
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 153.0)}",0.53,0.000626823,221,153,846.6075083
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 155.3)}",0.5,0.000594935,215,155.3,846.1580575
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 155.3)}",0.5,0.000594935,221,155.3,846.1580575
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 108.0)}",0.85,0.001006849,215,108,839.3114756
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 108.0)}",0.85,0.001006849,221,108,839.3114756
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 109.6)}",0.84,0.001006759,215,109.6,839.3105097
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 109.6)}",0.84,0.001006759,221,109.6,839.3105097
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 99.3)}",0.91,0.001084481,227,99.3,839.0116616
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 102.0)}",0.91,0.001084481,227,102,839.0116616
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 138.0)}",0.6,0.000713424,215,138,834.9802217
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 138.0)}",0.6,0.000713424,221,138,834.9802217
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 139.7)}",0.57,0.000689074,215,139.7,834.4428814
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 139.7)}",0.57,0.000689074,221,139.7,834.4428814
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 106.0)}",0.88,0.001069503,215,106,822.6874928
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 106.0)}",0.88,0.001069503,221,106,822.6874928
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 117.0)}",0.74,0.00089925,211,117,820.6810411
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 118.7)}",0.71,0.000868192,211,118.7,820.2606167
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 121.0)}",0.65,0.000798713,211,121,819.2017279
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 124.0)}",0.65,0.000798713,211,124,819.2017279
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 127.0)}",0.65,0.000792723,211,127,819.1017622
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 130.0)}",0.63,0.000768867,211,130,818.6881168
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 133.0)}",0.6,0.000737956,211,133,818.1123696
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 135.0)}",0.6,0.000737956,211,135,818.1123696
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 142.0)}",0.55,0.000677261,211,142,817.72633
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 145.0)}",0.55,0.000677261,211,145,817.72633
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 147.0)}",0.54,0.000663475,211,147,817.413969
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 150.0)}",0.53,0.00064618,211,150,817.0032661
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 153.0)}",0.52,0.000633562,211,153,816.6894588
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 111.0)}",0.81,0.000999535,211,111,811.9816484
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 112.0)}",0.78,0.000959529,211,112,811.317095
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 115.0)}",0.76,0.000942944,211,115,811.0250596
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 97.0)}",0.69,0.0008534,307,97,809.0466406
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 97.0)}",0.69,0.0008534,316,97,809.0466406
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 97.0)}",0.63,0.000782448,322,97,809.0466406
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 138.0)}",0.58,0.000721093,211,138,806.4332383
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 139.7)}",0.56,0.000696481,211,139.7,805.6658328
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 108.0)}",0.82,0.001017673,211,108,802.9837197
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 109.6)}",0.82,0.001017582,211,109.6,802.9818773
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 103.5)}",0.87,0.001083312,215,103.5,802.8667658
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 103.5)}",0.87,0.001083312,221,103.5,802.8667658
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 97.0)}",0.82,0.001025071,261,97,800.2385254
"{(population_density_on_land_2010 267.0),(household_density_on_land_2010 97.0)}",0.82,0.001019279,267,97,800.2111649
"{(population_density_on_land_2010 274.0),(household_density_on_land_2010 97.0)}",0.8,0.001001576,274,97,800.1255782
"{(population_density_on_land_2010 282.0),(household_density_on_land_2010 97.0)}",0.78,0.000976304,282,97,799.9980169
"{(population_density_on_land_2010 289.8),(household_density_on_land_2010 97.0)}",0.77,0.000963972,289.8,97,799.9333456
"{(population_density_on_land_2010 295.0),(household_density_on_land_2010 97.0)}",0.74,0.000925766,295,97,799.7220388
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 97.0)}",0.72,0.000900326,303,97,799.5713939
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 97.0)}",0.62,0.000776223,327,97,798.3496851
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 97.0)}",0.61,0.000770234,334,97,798.2985996
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 97.0)}",0.6,0.000755833,339,97,798.1724326
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 97.0)}",0.57,0.000713115,345,97,797.7682096
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 97.0)}",0.54,0.000682706,355.4,97,797.4496484
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 97.0)}",0.53,0.000670468,362,97,797.3132846
"{(population_density_on_land_2010 369.0),(household_density_on_land_2010 97.0)}",0.52,0.000651039,369,97,797.0862738
"{(population_density_on_land_2010 373.0),(household_density_on_land_2010 97.0)}",0.51,0.000638593,373,97,796.9335811
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 99.3)}",0.88,0.001108158,215,99.3,794.751007
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 102.0)}",0.88,0.001108158,215,102,794.751007
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 99.3)}",0.88,0.001108158,221,99.3,794.751007
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 102.0)}",0.88,0.001108158,221,102,794.751007
"{(population_density_on_land_2010 242.8),(household_density_on_land_2010 97.0)}",0.87,0.001095992,242.8,97,791.9794636
"{(population_density_on_land_2010 248.0),(household_density_on_land_2010 97.0)}",0.82,0.001031317,248,97,791.4121774
"{(population_density_on_land_2010 253.8),(household_density_on_land_2010 97.0)}",0.82,0.001031317,253.8,97,791.4121774
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 106.0)}",0.85,0.001081,211,106,787.7254496
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 117.0)}",0.72,0.00091954,208,117,785.0462662
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 118.7)}",0.7,0.000887781,208,118.7,784.6440971
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 121.0)}",0.64,0.000816734,208,121,783.6311862
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 124.0)}",0.64,0.000816734,208,124,783.6311862
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 127.0)}",0.64,0.00081061,208,127,783.5355611
"{(population_density_on_land_2010 230.8),(household_density_on_land_2010 97.0)}",0.89,0.001134861,230.8,97,783.1518813
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 130.0)}",0.62,0.000786216,208,130,783.1398766
"{(population_density_on_land_2010 237.0),(household_density_on_land_2010 97.0)}",0.88,0.001122484,237,97,783.0030161
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 133.0)}",0.59,0.000754607,208,133,782.5891289
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 135.0)}",0.59,0.000754607,208,135,782.5891289
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 142.0)}",0.54,0.000692542,208,142,782.2131676
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 145.0)}",0.54,0.000692542,208,145,782.2131676
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 147.0)}",0.53,0.000678445,208,147,781.9143722
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 150.0)}",0.52,0.00066076,208,150,781.5215058
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 153.0)}",0.51,0.000647857,208,153,781.2213269
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 111.0)}",0.79,0.001022088,208,111,776.8165666
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 112.0)}",0.76,0.000981179,208,112,776.1807934
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 115.0)}",0.75,0.00096422,208,115,775.9014054
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 138.0)}",0.57,0.000737364,208,138,771.5038114
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 139.7)}",0.55,0.000712196,208,139.7,770.7696449
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 99.3)}",0.86,0.001120071,211,99.3,769.7735848
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 102.0)}",0.86,0.001120071,211,102,769.7735848
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 103.5)}",0.84,0.001094958,211,103.5,768.9287218
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 108.0)}",0.8,0.001040635,208,108,768.2946196
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 109.6)}",0.8,0.001040542,208,109.6,768.2928568
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 99.3)}",0.86,0.001145343,208,99.3,754.7877015
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 102.0)}",0.86,0.001145343,208,102,754.7877015
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 103.5)}",0.84,0.001119664,208,103.5,754.193092
"{(population_density_on_land_2010 208.0),(household_density_on_land_2010 106.0)}",0.83,0.001105391,208,106,753.8506643
"{(population_density_on_land_2010 227.0),(household_density_on_land_2010 97.0)}",0.88,0.001173567,227,97,749.643496
"{(population_density_on_land_2010 215.0),(household_density_on_land_2010 97.0)}",0.87,0.001199189,215,97,725.4339137
"{(population_density_on_land_2010 221.0),(household_density_on_land_2010 97.0)}",0.87,0.001199189,221,97,725.4339137
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 93.0)}",0.6,0.000832425,322,93,714.8158633
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 94.0)}",0.65,0.000907923,307,94,714.7937645
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 94.0)}",0.65,0.000907923,316,94,714.7937645
"{(population_density_on_land_2010 322.0),(household_density_on_land_2010 94.0)}",0.6,0.000832438,322,94,714.7937645
"{(population_density_on_land_2010 261.0),(household_density_on_land_2010 94.0)}",0.77,0.001090562,261,94,707.2214025
"{(population_density_on_land_2010 267.0),(household_density_on_land_2010 94.0)}",0.77,0.0010844,267,94,707.1972223
"{(population_density_on_land_2010 274.0),(household_density_on_land_2010 94.0)}",0.75,0.001065566,274,94,707.121584
"{(population_density_on_land_2010 282.0),(household_density_on_land_2010 94.0)}",0.73,0.001038679,282,94,707.0088499
"{(population_density_on_land_2010 289.8),(household_density_on_land_2010 94.0)}",0.73,0.00102556,289.8,94,706.9516958
"{(population_density_on_land_2010 295.0),(household_density_on_land_2010 94.0)}",0.7,0.000984913,295,94,706.7649506
"{(population_density_on_land_2010 303.0),(household_density_on_land_2010 94.0)}",0.68,0.000957848,303,94,706.6318162
"{(population_density_on_land_2010 307.0),(household_density_on_land_2010 93.0)}",0.64,0.000907909,307,93,705.6403298
"{(population_density_on_land_2010 316.0),(household_density_on_land_2010 93.0)}",0.64,0.000907909,316,93,705.6403298
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 93.0)}",0.58,0.000825802,327,93,705.5808522
"{(population_density_on_land_2010 327.0),(household_density_on_land_2010 94.0)}",0.58,0.000825815,327,94,705.5590912
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 93.0)}",0.58,0.000819431,334,93,705.5357029
"{(population_density_on_land_2010 334.0),(household_density_on_land_2010 94.0)}",0.58,0.000819444,334,94,705.5139433
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 93.0)}",0.57,0.00080411,339,93,705.4241967
"{(population_density_on_land_2010 339.0),(household_density_on_land_2010 94.0)}",0.57,0.000804123,339,94,705.4024405
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 93.0)}",0.53,0.000758663,345,93,705.0669446
"{(population_density_on_land_2010 345.0),(household_density_on_land_2010 94.0)}",0.53,0.000758675,345,94,705.0451995
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 93.0)}",0.51,0.000726313,355.4,93,704.7854005
"{(population_density_on_land_2010 355.4),(household_density_on_land_2010 94.0)}",0.51,0.000726324,355.4,94,704.763664
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 93.0)}",0.5,0.000713293,362,93,704.6648823
"{(population_density_on_land_2010 362.0),(household_density_on_land_2010 94.0)}",0.5,0.000713304,362,94,704.6431495
"{(population_density_on_land_2010 211.0),(household_density_on_land_2010 97.0)}",0.85,0.00121208,211,97,703.2406174
